text,label
after wash threads coming out,1
worst product 100 polyester,0
too thin product,1
fast charging very good product,2
im very happy with this product,2
1st with the quality heavy and plastic bodyno display for mode indicatorgood rich sound outputmedium bass clear audioconnectivity is goodi bought it to use along with my projector it works good if the video quality audio is goodsmall and portableoverall good if the price was lesser,2
im not satisfied,0
worst products,0
earlier i have a issue with loging but now its so smooth,1
very good product and very profitable,2
very bad experience with flipkart,0
it is very super nice how they in this photo same that like only is there it is super,2
a big size not suitable,1
very good product all the seeds are neatly packed with name in seperate packetlet me see how they grow,2
low notice,0
excellent product and delivered before given schedule by flipkart,2
100 genuine product,1
not up to that level as discribed,1
item not delivered but in app it is updated as delivered bad experience till now unable to resolve the issuecontacted multiple times unprofessional behaviour didnt expect this to happen had lot of difficult time following up,0
dont buy it the quality is bad and the product wont last more than a month or even less,0
i had bought this for myself i can say one thing that its awesome you may,1
this product is too gudjust itt,1
fabric is too thin,1
very good sewing machine for beginners,2
product is amazing but the demo provided was bad,1
good product but having connection issues,1
only up mode not down mode,0
i love this bag so much quality of bag is so gudd its totally worth it,2
very poor and damage,0
tish item is good but not better,0
things i admired about this table 3has a lot of space to keep thingsstorage is perfect enough space to keep legseasy to assemblelove the color combination thats my review on this product and im totally obsessed with my table and totallyyyyy satisfied333,2
ok avarege,1
found one bowl broken,0
very good products and nice,2
mst product,2
fitting,1
simple,1
product is goodheat so fast but wire is very short,1
meet my expectation,1
delivery and installation took longer than expected,1
horrible experience regarding istallation i have received the eurodomo chimney on 04112020 the date of installation was given on 91120 but no one contacted me for installation after few days i called flipkart help line three times from there they gave dates to resolve my problems with in 18 nov then 19th nov and finally 25th nov 2020 each time without showing any reason dates were cancelled till now i dont know how it will be installed by that time 10 days return time was over o,0
long t shirt,1
all pipes are blocked defected piece nobody came from flipkart to return it,0
waste of money and time,0
abnormal sounds come from motor,1
product is very good,2
perfect product i purchased all four speaker for my car and installed my own happy with sound clarity and bass rs 2398 for 4 speakers,2
fridge outside to much heati have no idea whats reason,0
gud at price best budget charger from boat,2
really very good product perfect thickness perfect material really admirable,2
waste of moneythe fabric quality was not goodit was transparentcloth and colour not good,0
the product isnt working properly i never experience this type nonsense in any ecommerce storethis product worked only two months,0
very nice product nice grinding i like it,2
godd,1
good looking but material is low quality,0
seamless pure sine wave operation absolutely noise free with cooling fan operating as and when required even at 4044 degrees external temperature device does not heat too much it gets somewhat hot due to the metal body which conducts and throws away heat has got ups inverter modes lowhigh performance modes high mode gives you 240 v output which is awesome during summers and all required beeps and multicolour indications along with battery water top up reminder looks neat in cream,2
i think this is very product in low price,0
best quality thank flipkart,2
i give 4 stars because it showing 5966gb out of 64gb,1
very bad experiencesnot working properly after 1 year no response from company dont buy it very bad product no service after you buy it i repair many time local but not work properly yet i have glain food processor it work very well up to 7 year but this bajaj only 1 year,0
electric sort sarkit problam,0
nice productdelivery quick response,2
mediam,1
not authentic but working fine,2
excellent charge,2
bild quality is not good,0
good product and good finishing,2
good sheeds,2
very fabulous products,2
its a good router,2
use less phone 64 gb only for show piecevery bad first time unsatisfied with this poco c31iam using poco f1 also fabulous phone poco f1 is to good very useless phone poco c31,0
not bed prize according,0
good for home but picco foot is not given please charge for this and send it to us,1
very bad product dont waste moneyfor 2nd time also i got damaged product,0
cap is not from arrow,1
i purchased recently means not more than 1 month now the 2 jar base were started leaking so i am un happy for this product,0
never by this product if you buy this then it will be useless within 20 days so please dont buy this product gys,0
very good value for moneybest battery life,2
inner fabric is not gud,0
not original colour,0
not so good weak as it is made up of plastic when you put your book it get tilted in one direction,0
bad charger in the world range low,0
my unit is a little bit tilted,1
handy vacuum cleaner is very comfortable and friendly with drawers and windows worth it,2
awesome loved thismust buy its worth,2
only 300 pages printed,1
amazing productweight gaining fastlyyou can see its result within 5 days,2
fantastic product and excellent delivery from flipkart,2
waste fo money plz dont buy,0
nice product same as shown in the picture,2
nice but remote use to on and off we cant able to move left right the helicopter using remote,1
best ball for hardground but feels little pain when u play with barefoot not good for training alone,0
good and worth,2
iam reviewing this tv after using one week picture quality is good sound is also good and only issue with loading google aaps sometimes connecting very fastly sometimes not connecting chrome cast is not workingoverall great experience thanks mi,2
slow heating issues,1
its 3 in one great best suited to my office,2
just ok the pockets are too small,2
very good product fast charging,2
such a awesome watch,2
ohkk ohkk,1
very worest product,0
quality will be so much bad cloth will be local fabric,0
very tiny table,1
very large size,0
not that goodok ok,1
perfect budget dishwasher,2
dont buy this one very worst,0
defectiveslow processing and poor connectivity problemproduct received however flipkart unable to replacement and even brand says flipkart only replace product as per policy shopping with flipkart without return policy is waiste of money and time,0
nic is dupatt,1
it is very good and useful product,2
i dont no what it is,0
value of money but software is poor sensitive overall not bad this product,1
good one with lots of hangers,2
the sole is very delicate even the size is not fit because front point is blunt which restricted the fingers of feet,0
worst product i recieved,0
condenser its not working properly this product not satisfied bajaj please modify,0
useless product broke soon,0
good but not excellent,1
osm prodect,1
it was ok but wifi coverage issue not fully covered at my flat slightly disappointed,0
i have connected invertor to tubulor battery all lights are blinking so bad product i contacted call centre no gain,0
goodsafe,1
awesome product but soldering irons wire is low quality,1
seed is not proper quantity and proper varities,0
worth and awesome product,2
bass quality is just ossum and best,2
it has cholesterol,1
i give it 5star coz it deserve it,1
after use of 1 month i am not satisfied because it consume more electricity it will charge continuously my battery is 150ah and it take to charge 17 hrs and in my previous inverter it will charge only in 9 hrsand one more problem is that when it will fully charge but also consume electricity it will check by cut the light from main board only inverter will pugged after 4hrs i will check to the meter i am socked it will consume 12 unit that why i am unsatisfied so after that when i charged,0
awesome purchase great quality and value for money,2
each bottle has its unique own fragrance expected the bottle to be biggerother than that it was perfect great for gifting to someone you love,2
prodoct was good but it deleverd tool late and the installation charg was very high it has 3 screw for instalation and charge was 600 it means 200 per 1 scrw it take 15m to install so i reqst to hindware pls dont do like that exlent,0
good samar quality,2
bogas,0
product is so so i suggest buyers to use electric tap to cover its handle to prevent shock,1
i have both echo dot 2 and this a really shameful product from googleok sound mic is too bad cant identify your sound 9 out of 10 times gets wrong commandsong name all the time echo also makes mistakes but 100 times better than this piece of crap i only use it as a bluetooth speakerplease remove voice call functionality it doesnt work never worked setup already done stop scamming people with this scam device,0
it was really shocked result i am very happy just 15 days i am gain my waight 5 kg,2
great productbut has some lump formation when mixing other than that ok,1
very slow stone is not in medium size drum lid not not closing tight,0
amazing cam i lub it,2
it is bad qulity and over heet,0
please dont buy this mobile phone i have given 1 star because there is no refund option if u want to return the product there is no such facilities available for you to return the product no back cover camera quality is very poor please dont buy this productafter using the mobile phone i am facing many problems in the mobile so please dont buy this mobile if you dont want to waste your money unnecessarily,0
normal sound,1
i was waste product,0
this item for singers not mobile stand company cheating to the customers because they see only the photos but it dont hold phone properly best to keep the mike on it how your reputed company promote this items,0
no perfume smell at all waste of money,0
edi fast charger kadu normal chargerey,1
no fragrance that cover smell is too high compared to this spray,0
best best,2
call me immediately the machine is not working,0
worth for money u can buy it,2
height suitable for kids,1
quality is nice very nice colour,2
noisy fan delivery was fast,0
product is very goodbut installation was very badhe didnt do any thing,1
washing is slow but price wise ita good washing speed should have been faster,1
bluetooth problems,0
very light and easy to use,2
as compared to price quality is much good,2
expected it to be bit bigger,1
not 4 expected colour design is change not happy,0
this fan is not good dont buy this product,0
very good qualityand comfortable,2
nice product cloth is good but one minus is the pockets are very small worth to buy,2
outer cover is small,1
i did not use,1
its very thin and doesnt obstructs light,1
stick too weak,1
so nice ma son very happy,2
this product is not airtight so medicine gets react with atmosphere and meltproduct is not useful for me,0
great product really value for money its was my first order from flipkart as an electrical item delivery service is good got in nice packaging,2
it got damaged within a month,0
same as shown in pic but plastic,1
cannot understand the purpose of this kit as though result is negative we need to go test again waste of money,0
items are very thin,1
not good metal,0
not worth for moneysoftware is very slowand also flipkart customer care is worthless,0
awesome product packaging was excellent nice product,2
speed about 25 mbsthats awesomebest deal,2
awsome product at awsome price,1
some contents are missing but still its an amazing book,2
its not properly aligned ive tried all the ways to get it fixed even the hooks quality is poor if you try little harder to plug them it brokes,0
not working now,0
very bad packing was not even properly rappedproduct looks good will get to know after wash,0
compact size but fine,1
i really appreciated the excellent work carried out by the flipkart in delivery the good on time even in this crucial period and many more thanks,2
while playing songs via bluetooth from phone the volume tends to be low hence star but all other features including the bass boost usb player works absolutely finethe build quality is also very good best option to convert your car basic fm into usb and bluetooth without needing to be upgrade the playergo for it,2
vad quality,2
nice product amazing quality,2
not perfect for the this cost,0
amazing product of pigeon highly recomended,2
overall good but zip seems weak,1
speak loudly,1
excellent product by boat thanks flipkart,2
excellent quality table i am extremely happy with the quality of table and it fulfill my purpose i am thankful to seller and also flipkart for supplying such product within such price range,2
ok product in this price range suits for small family,1
1good product 2value for money 3nice performance,1
short size,1
nice and comfortable if you want to buy it then go for it,2
these plants are not hybrid plants not even 5 tall,1
after halfan hour use it was beoken,0
very cheap quality pipes and very small size,1
very bad quality on my first day only the wheel broke,0
too bad product its not working only in 15 days,0
osm battery backup is too good connectivity is osm allover is good,2
good product and better picture quality,2
fitting is not equal clothes are also not good rate,0
few items wr not working,0
dont buy this if you have not wifi router,1
very much appreciativecloth is excellent and my brother love it the mostdelivery boy is also good with his behaviourtqqq u flipakart and ur well behaved staff,2
good product but installation person and team has bad behavior,1
very bad product please dont purchase,0
satisfied with this product good quality,2
dont miss the chance of buying this quality product in this rate,0
sounds good super bass but remote not working,1
very giftedexicellent,1
not wrking properly bcuz this one is nt a genuine tata sky remote,0
superb finish and qualitygreat satisfaction at this price,2
the device will not work for the onida brand the device is not listing onida in tv brands while setting up even though you force setup volume controls will not work so check the compatible tv brand before buyinginorder to make this device work with your unlisted tv brand complete the setup by selecting any tv brand after completing setup go to settings and select remote and accessories menu in that delete the tv brand you selected and set volume controls shutdown controls to chrome,1
very nicevalue for money,1
very hard belt,0
very bad toy,0
installation nt done still pending,0
picture quality good not good sound bad cast connectivity,2
excilent,2
its not original while printing msg popup use orignal ink,0
i just loved the bass sound the sound quality was awesome thanks flipkart,2
this air cooler does not proper cooling than other metal body cooler,1
its very nice to got that before the date and its very safe but only one thing is bad we hav to join all the thing before use and its difficult to handle for novice,1
verd badly pigeon mixturecustomer is rudely behaviour,0
the color and charm of nivia isnt compromised perfect go for it,0
this product is local not eyeconic because kajal is spread on skin,0
rice coocked 1 hour,1
its very good book for ssc preparation,2
superbbbbb ball,1
good print but size not enough lower part of plat is not well finished its not properly sit on table top glass,2
i have buyed this refrigerator on 15082021 but delivered on 19082021 design capacity performance everything is amazing and best product in this price thank you so much flipkartdelivery persons are amazing super they have taken more careok tanq flipkart if any one wants plz go ahead no doubt at alldont search more and dont get mood offif u have more money then u search otherwise this product is enoughtanq flipkart,2
i am not satisfied this product,0
nice product price worth it,2
watch is gold belt is old,1
this is a polister pant not good,0
at this price this product is awsome i recommend this product,2
value of money so good,2
very good but not best,0
all air purifiers are just making fool of people none of these air purifiers work this one also doesnt work dont buy it the aqi meter shows levels going down but in reality it doesnt improve the condition of your room pure waste of money my relative had itchy throat due to high aqi in winters i gifted this to him but it didnt make any difference the purifier shoes that it has reduced aqi to 3060 but my relative still had itchy throat in morning always despite the purifier sho,0
this is only suitable for mi mobiles,1
the mop is too good but the delivery delayed for 10 days,1
not useful me,0
simply awesome the best laptop in towna must buy for people looking for premium laptops the performance is unbeatable,2
battery is very good and no game in it but perfect meaajur me of bp 1 year warranty,2
its okay type meterial,1
ok but not life product,1
best kajal,2
it seems to be small than the given image but does the work effeciently,1
weast product no bass not clear sound,0
nice product perfect size and do not pour boiling water,2
more questions should be added in each chapter,1
problem in boiling egg coffee got stuck on base hard to wash,0
very good wrist band at this price range,1
this was my first kent ro and we are already regretting our decision to buy such an expensive one the product turned out to be defective and its tds increases on its own technician comes and sets tds at 100 and after a week the taste of water changes and tds becomes 250 on its own this has happened twice already within one month of purchaseplease be careful and dont buy this,0
received poor bass quality and battery also fluctuate,0
it is very very nice i have order 2,2
excellent performancethank to v guard for making this product,2
good quality but low soundcomfortable for small room,1
very very bed quality,0
nice productfast delivery,2
limited functionality,0
exactly got the same thanks flipkart,2
overall great product one thing i didnt find good which button slightly hard no doubt we can operate with remote,1
looking stylish,1
design is good same as shown in picture but quality is not good less durability,2
quality good but quite expensive,1
it doesnt charge the phone properly have to keep it in sunlight for an hour only then it starts working but its the same story after every 10 days,0
its too small for my baby,1
ok some,1
nice product on time dilvery,2
very slim very good harddisk,2
its an ok product,1
like ok,1
does not work on battery need to provide power supplygood volume got it in a good deal,2
everything is ok but coolis veru low,1
not good very bad,2
pretty good quality worth buying,2
its my first macbook and its simply awesome great product by apple and flipkart i wont suggest this to students because windows is very flexible and cheap in terms of products accessories repairing cost if you have budget and want to experience then you must go for macbook its a lovely product,2
cloth quality is not good,0
best quality product easy instalation comfort best price safe delivery,2
very bad uncomfortable,0
wonderful sofa,2
nice products fast delivered,2
vera level shoe expect pana madhri irundhuchu,1
good in performance but cooling is not sufficient for top level gaming and also mentioned as quad core but cpu is an hexa core,1
item was not good condition,0
set top box is good but tubicast app is not working properly whenever i tried to search on youtube it get crashed and my mobiles home screen appears i have bought it for youtube but it is not searching videos company has to work to solve this problem it got very disappointed with this set top box,0
excellent packing by cello product quality is good,2
not much good high costand quality also not upto the markthink before order,0
delivery is goodcamera bag is not good,1
very good product at this cost,2
easy to useperfect for small family,2
best camera in this price range for beginners,2
original product received it on time have been using it since 6 months now working great but the camera is not what i expected not clear as iphone 11 photos taken are quite blurred and low resolution,1
very nyc1but im not attended by installation serviceso upset a little bit,1
so goodloved it,2
super smart watch,2
good product but price is too high,1
very good product for exercise,1
this speakers no batteries only ac supplyeasy to connect bluetooth and fm good sound quality very light weight,2
after using this oil my hair was no more frizzy and rough hair become soft and smooth if used after waahing too as recommended it works wonders,0
service is worstthe technician always misguide and mislead us and their behaviour is very very worstday by day they always suggest to purchase different parts of kent from them though the parts of the filter is good in conditionit is really embarrassing,1
very nice installation very easy,2
no proper holes to assemble,0
material looks very very good at this price rangeand also very heavybut the size looks a little bit small,2
all the five plants are healthy and in good condition,2
product is okkbut delivery is very bedbecause my product after openvery bed,1
only revolving device not freshner,0
good inverter but the worst thing is the packaging disappointed by the packaging the package which i received was in a broken condition pathetic delivery the stickers on the inverter were tored so that means i cant claim the warranty when i requested for return the delivery person was not reached in within the limit of returning period so unfortunately i have to stay with this product but fortunately the inverter have no problem and runs smoothly but has only 750 watts and not 1100,0
battery backup time too low,0
not badok ok,1
not good west money,0
genuine product thankz flipkart,1
need to make a cut for the charging cable both side,0
best the best,2
finish is goodvalue for money,1
product vvvvvvv bad,0
price very high and quality very low,0
same as shown in the image perfect for gifting,2
not a farbic cotton cloth,0
originally products,1
printing bad,0
good but dont go for it,1
product shown with very good quality but actually quality is very poor,0
1 crispy plate and steam bowl missing,0
material quality is badas expected,1
such a very nice product money worth full love it tq so much flipkart,2
not clear bass and not proper work,0
after 1 month it doesnt heat the water,0
handi and compact,1
product is ok no aroma,1
no 1 in india,0
watch full review on youtube channel desi consumer,1
nice good looking but quality not good and price so high,1
okay okay,1
not working to bad,1
it cannot returned it can be replaced with same product only heat level is very high sound also high,0
type of ok ok,1
amazing book for ssc and railway,2
no bad phone,0
bad product not water filtering,0
does not run on a separate motor quite hectic for daily usage not worth if you arent a chef,0
it helps me a lot,2
original product very fast delivery thank you flipkart,2
toy was good but a bit costly for 500 bucks,2
worth buying this product clean pure good taste of water started using since 2 days and the installation was also good by the engineer but one thing please buy extra filter separately do not take from them as they are charging very high rest all good,2
leakeg problem,0
all balloon was blast very bat product,1
size not match with xl it is to much big with size,1
use full product for home made things,1
the material is thin,1
very good product thank you very much flipkart,2
super quality cycle i am satisfied for this product,2
too hard doesnt feel good to the leg,0
we have waited patiently for 20 days and none of the seeds started to grow only 2 out of 40 have started growing even after maintaining idle conditions,2
poor stiching,0
outstandingnice product moderate weight and can be use comfortablynice deal,1
poor quality material also containers are small regulator not working fine motor is very noisy,0
this fan not working after one month,0
but not working for appo as3 mobile,1
just 1 month,1
wowbut shipping fee is to much,1
running slow,0
not working properly after 1 month,0
summer dhul,1
hdmi not connectedbluetooth coverage range just 8to ten feet direction,1
guys please dont purchase this machine totally wastage of money its built with very inferior quality material its second day of using it not working any sensor and dryer is not up to the mark and they are not accepting return as well very disappointed,0
ok not good,0
osm soundgood prodbbass is good,2
i wouldnt have given even one star for it quality is so bad it got torn within one day of use paid rs 745 for this bad quality product,0
nicr,1
super and worthable,2
looking old materialsize is also different,0
if you keep 100 volume also no use,0
good product but gets heat fast,1
new,1
product not good qualitynot good grinding,0
nice product and its devilery also on time i am happy with product,2
beautiful plant and good care this plant by flipkart so good work filpkart workers,2
product not good so return,0
prosvery good solo microwave easy to use user interface large inner core stylish lookscons2 minor issues only very low light in the cavity it is difficult see the condition of food through the door window the clock always gets reset after power outage or switch off so the clock function is useless,0
long lasting productlove it,2
i like this product very much must buy this product,2
not a great product according to my experience no doubt about the speed i was able to get most of my broadband speed wirelessly without any drops but the router had maybe software or hardware issue which caused the router to not supply internet to some of my devices inspite of being connected while my other devices connected at the same network could access the network it was a big nono for me you should think about it before you go for it,0
not a long life product,1
it s very nice and worth it,2
size of plates and bowls are comparatively small,0
roller not working proper,1
delivered timely but videos of mobile phones not working properly and also wifi not working properly,1
very bad product sound quality and camera quality hanging problem during game,0
it does the job decently,1
nice product but not up to the mark worth buy,2
pls add our gst in invoice,1
this tv stick is a good product setup is a cakewalk and connects to my 5ghz router jiofibre absolutely fine works smoothly with apps like hotstar zee5 youtube netflix etc plenty of apps available on google play store works smooth as chromecast and works very well to cast screen or photos from my phone without any issue i tried connecting my bluetooth earbud to this device which worked pretty well,2
price to cost as compare to market price,1
best fo this price range,2
osama product im happy,2
all sprouted,1
this device saved my 40k approx as i have old bmw 320d without infotainment system,2
its perfect,2
bad quality starching is not properaccording to my opinion never buy this material,0
clearty is not good,0
name,1
the quality of product is really good easy to assemble length and height are perfect just the depth is little less otherwise a quality product the wood used is high density board and thus is very smooth and much stronger than particle boards a must buy product if depthwidth of the table is not a problem for you will suggest torche to build a bit more wide product probaby 55 cm depth will be a perfect size,2
this hair oil is very helpful for hair growth it helps us to alleviate the hair damage problem,2
so happy no west money,2
not so good or not so bad means ok,1
its taking 2 hr to charge only 10,0
very useful and suction power is good very handy,2
super sound no noise its pies full sound,2
at times becomes irresponsivegets hanged at times keeps repeating the same thing irrespective of what is said,0
value of money ok,2
more than what i have expected,1
really bad experience the product stopped working after one week of use and the service support was also pathetici will never recommend this product,0
the dial was too smalli tried to return the product but theyre denying to take it back this is not what i was expecting from the most reputed companyim not gonna buy anything from fk rather id prefer amazom,0
size little small,0
sometimes it is a fast charger sometimes it goes very slow,1
this is good,2
top very good but pant is bad 1 wash dolphin is fade,1
it is a nice product and i am impressed with the sound quality but it has a problem when iam turning on treble the electric wave sounds are coming from speakers but it is may success my dream come true of buying a home theatre which was born 7 years ago in my mind value for money and i love it,2
working smoothly only problem is there with battery,1
product is good always price down after purchase from flipkart fro the same thingits disappointed,1
ok not cross 2 wallafter second wall signal is almost losse,2
certainly used the product this is my first repeater it essentially extends wifi but not the speed of host network there is always a fall of 75 speed of host network if repeater is placed in the halfway range of wifi router and 25 fall of speed even if the repeater placed next to the wifi router,2
easy to cook tandoori toast gud,2
good picture quality compared to budget if need best picture change in settings c in youtube overall great buy nice tv,2
not long enough,1
product was faulty,0
worst glue dot,0
battery low west battery only two hours use after battery low,0
really good thank you flipkart,2
nice but not solid,1
excellent finish in terms of build quality a perfect bat size to play with and great balance of weight height i loved it moreover wonderful strokeplay swing of the bat is free and griping is secure great purchase from flipkart,2
print quality very poor,0
pump was damaged rest all is bestgood deal thanks,2
super product100worth of the cost,2
nice one,1
got a damaged one dont buy it,0
xcelent,1
a regular,1
nice n decent,2
low quality and high price,0
good but not great,1
guysthis is a very honest reviewplease dont buy this product because it doesnt even deliver the sound of a 5 watt speaker its very distorted at higher volume and most importantly there is no refund for this product if returned honestly guys go for boat speakers they are 100 times far better than this,0
its really strong and durable one i brought it for 13 year old boy but i think its suitable for 8 to 16 years boys and girls,2
in photos its like nice bd reality its not like nice,1
boat rockerz 510 is very good productreview after 15 20 daysbattery very very good 1010design i think design wise i will give 910quality great1010connectivity very very fast1010overall view product is amazing,2
item is vry bad i hate flipcart item this watch is,0
wonderful packing,2
very less water waste as compare to others ro easy process some sound during process but not loud pre filter included good looking with huge capay of 10 litre taste of water is good like mineral water bought from flipkart within 24hr delivered and installed by purit team by same day good service of pureit teamthank you flipkart hul pureit,2
food is not workingvery bad product delivered,2
this is not working,1
after one washit become scrap one,1
product was not at all good,0
not charging well,0
nyc product most by,2
very useless tvlipsing of characters does not match with audiopicture quality also very poorhad to give it back and buy a new tvbetter spend some money and go for branded tvs,0
product is good but packing not look like flipkart did worst packing i ever saw,0
good produrtit works with solar energy,2
good nice design wood,2
havent used the item but can rate according to look,1
very good their is only one issue handle is not sturdy other wise product is very good,2
good product fast delivery thanks flipkart,2
slippery,1
this product is very good but wind is floating and stitch is bad,1
good product fulfill all daily washing requirements also its cheaper than brand exist in market,2
been using it for a month works fine for its range,2
havent tested yet,1
remote quality and design is bed,1
dont buy battery is not working after one month used,1
working nicely fast charging is work well little bit heat when charging,2
masterpiece really it is fabulous piece of art,2
table is not balance proper,1
just okaystay for few times,1
i love this chair for my baby girlgo for it,2
im satisfiedthanks flipkart,1
mony is west,0
useless help center optionservice person visit after end of return period and they confirm that it is a faulty item now i had wasted my money in such a faulty itemunsatisfied with product and service,0
its not for hardcore gamer bt you can run any game here gta 5 forza,1
temporary use for 23 month not longer time,1
a great traveling companion battery life is yet to be juiced out but seems good as of now played 6 hours at 70 battery not for the audiophile bass is satisfactory person sitting beside can clearly listen to what you are playing built quality is good with tactile button response looks are sure stylish all in all a good wireless headphone from boat trivia billionaire sachin bansal has invested rs20 crore in boat,2
looks quality design performance all found excellent i have tested with netflix hd movies iphone sound quality is outstanding it is crystal clear with deep intense bass i m using sony sda40 since last 3 years newly purchased amphisoundx quality is quite similar with sony nothing is beating or inferior even cost wise it is beating sonyoverall best sound bar music system for those who are loving to enjoy movies shows at home,2
mobile waifai and hospot not canict,1
main thing is space management samsung managed but not done smartly lg is best in space management we can not put 225 drink bottle vertically in fridge even single door fridge can we can not put medium sized utensils with out removing one rack performance is ok design is good not so practical,1
not working properly i have changed battery twice in two days but after one hour it stops working very bad experience with flipkart first time,0
super product so very nice and quite its enough for 34 members family,2
board quality is not good enough,0
hi handel were out,1
lovely product installed very fast best in class loved it go for it with out a second thought regards sarvesh karekar,2
product is very good only package is not appropriate,1
less qualitythe wood has to hard more,0
totally disappointedi always think flipkart is trusted this time total disappointed this motorola amphisound is not effective sound quality is very poor no bass and trable effectswe cant enjoy music for music lovers its fail product i tried for refund within 24 hrsbut there is no option for refund from flipkart,0
just worth pay for brand because doesnt look attractive as looking in image,0
size has too short,1
very nice product highly recommended,2
best student but only for boiling wateryou can not make tea or maggi or other things its complicated to clean so buyfor boliling water and eggs etc,2
not much bettet,1
too small of less use,1
nice sound quality but 80 volume,2
nice product one of the best quality budget thanku flipkart,2
wowthank you flipcark,1
indication light not work,1
quality of the wood is goodworth for money,1
ok but poor quality,0
colour wise its good but the price is too high comparing to the pages it can print i could print out around 20 pages only,1
works well,2
most worst thing in the tv is display i think at this price they have provided some cheap quality display which we can view in good quality is only when something is playing in bright backgrounds only if any dark scene comes it becomes like mirror reflection where u see ur self in it n home background be careful about it,0
didnt like the product couldnt help me saving from my husbands snoring,0
very poor teaching and quality waste of money honesty say dont by it,0
plates are very small,1
wrost product,1
nc product,2
good product is the sound lid goes out,2
superrrrrrrrr,2
little bouncy,1
it doesnt wash indolium vessels properly and the accessories cost is too high,1
first of all nice comfy beautiful looking for green lovers sound and bass quality is awesome and also battery backup,2
brinjal round seed is absent,1
after two months of purchasing the product isnt working so please dont buy,0
sole damaged after 4 to 6months otherwise good,1
bowl size is too small,0
i prefer alexa to mini google nest mini e grass very few features compared to alexa of the same ratethe performance and its ability to recognise our commands are very low,0
5 star for the product 1 star for the ekart delivery person he was manner less,1
nivia storm seems to be good product4 star for the product as i am yet to check its durabilitythough my son is mighty happy with the football,2
poor quality and not working properly,0
not good for fragrance i advice not purchase,0
this time very bad service for me,0
i ordered 2 set one of them the liquid inside the prefilled extraction is not there or so less that it soaked by the swab collector so cant able to testanother was perfect,2
my microwave internal light was not working product not working good,0
product just awesome sound quality good,2
cotton mix product not a pure cotton,1
looks wise satisfied buy it is not good for matches you can only use this type of bats for practice purpose,2
there is no testing liquid it was evaporated waste of money,0
product is good but size is not perfect,1
this is a amazing product i like it if you want to buy it so dont waste your time buy it,2
good useful when we have some doubt must have everyone at home manufacturer should ensure the reliability,2
everything is awesome but i am not satisfie with caster wheel which are not working well other than this cooler is awesome everything is fine,2
one day use,1
very good product but bluetooth is nil,2
mind blowingreally i love it,2
its ok at this price rate,2
average prodect,1
if price is low than present then super,2
very good antiseptic liquid for daily life,2
average washing,1
full paisa vasool,2
bast aro,2
product is of average quality,1
worst product color fade and and my three shirts are waste by this products color,0
excellent quality value of money,2
very baddont buy,0
for time being the product is working good powerful adequate for small families may be update later again,2
remote control range is 4 meter,1
product which reached to me was small in size packaging material was very bad my product can bee seen from outside the packing i really hate this and product reached to me at 900 pm,0
average performance dont see much difference than previous macbook air,1
cushions r really vvgood quality i m very satisfied with this product highly recommended,2
sound quality is bad not like usb audio interface,0
very cheap material,2
not up to the mark crippy noise coming not satisfying for sound quality and bass,0
hand side so much loos,0
product quality is good but flipkart has delivered used productsomeone has returned the product after using few times and then seller has delivered same to meflipkart must take some action on this otherwise we would be force to use other online purchase sites,1
hight is small not enough place the cap handling is not easy takes time to close holder size is tiny to fix the stick,0
a good product value for money,2
some update required is not work properly for tracking health activity,1
good one but no battery,1
installation not done completely i am very unhappy with this experience,0
light colours,1
good lookingparfect for my kitcheninside have enough spacei m very happy to get this good delivery also thanks for all flipkart,2
two inches light not working properlybut have to keep it coz already installedbut very very bad experience,0
yeah i love online shopin and flipkart is the best shopin app,2
cast screen is an issue it does not work apart from it its am amazing tv,1
this product is very goodbutthis product is very havy,1
its really goodgo for it,1
at the price this is a quality product as compared to competition,1
connectors are leakage,1
lok like luxury,2
its bulky and does not fit properly there is no return policy so think twice before buying,0
great product and quality,2
thanku flipcart,1
useless atta sticks to attachments with several uneven parts and is difficult to clean the attachments are also made of cheap plastic and fragile,0
according to the price this is the best dealit is cute design is also simple and sobersize is also appropriate bowls also look nicei m satisfiedhonestly u can go for it,2
one block for partition is small and cannot be fitted,0
worst product it was not work with in 2months,0
worth the price nice product good quality,2
very very bad cheater flipkart 2timevery bad,0
it is good but quality is very popular,1
very bad quality dont expect qith description and pictutes shown only 1ply and small in size,0
very good i am using inalsa fp from more than 20 yearit is best for atta making3 months back i bought morphy from market but faced many problems and kept at side without use for atta making morphy was worst,0
everything is good about this product but bass is very low otherwise no complaints about loudness under this price segment but disappoint with bass,0
good working but price according to quality high,2
not detecting and over heating,0
this is a very good product very happy to get this through you thanks to flipkart,2
good quality item thanks to flipcart,2
picture quality more than average and likewise sound also and when compared the price the quality is better hoping mi will add more quality product in coming days thanks flipcart for early delivery and jeeves for installation,2
while increasing bass some blurrrr sound is coming,1
its spreading,1
ok but not satisfied with coconut scrapper slight sound is coming,0
dont waste your moneyit doesnt clean the cloth and remaining sludge will be thereyou cant even increase the washing time manuallytotally waste of money,0
quality of product not meet expectations,1
usable itam,1
simply working wow in my car,2
very nce product,2
normal charging,1
very small poor,0
delivery is good but after one week usage product get headed otherwise timing and grinding is fine,1
my fav kajal,2
